BARCODE	CELLS_PER_WELL	PROJECT_CODE	FLASK_BARCODE	CELL_LINE	MEDIA	DATE_CREATED	Compound Plate Map Name	PosCon Plate Map Name	Amplification name	Amplified (Y/N)	Detection name	Detected (Y/N)	12 pool amplification name	12 pool detection name
SCW0111943	1250	7159	ZTF00032452	P917	RPMI001	2016-02-10 11:10:28 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P8_X3	PREP013_P8_X3	
SCW0102710	1250	7159	ZTF00032451	P918	RPMI001	2016-02-10 11:05:15 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P8_X1	PREP013_P8_X1	
SCW0110581	1250	7159	ZTF00032451	P918	RPMI001	2016-02-10 11:05:15 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P8_X2	PREP013_P8_X2	
SCW0112398	1250	7159	ZTF00032451	P918	RPMI001	2016-02-10 11:05:15 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P8_X3	PREP013_P8_X3	
SCW0111611	1250	7159	ZTF00032450	P919	RPMI001	2016-02-11 09:19:44 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P8_X1	PREP013_P8_X1	
SCW0111612	1250	7159	ZTF00032450	P919	RPMI001	2016-02-11 09:19:44 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P8_X2	PREP013_P8_X2	
SCW0111613	1250	7159	ZTF00032450	P919	RPMI001	2016-02-11 09:19:44 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P8_X3	PREP013_P8_X3	
SCW0111631	1250	7159	ZTF00032448	P920	RPMI001	2016-02-11 10:16:48 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P8_X1	PREP013_P8_X1	
SCW0111632	1250	7159	ZTF00032448	P920	RPMI001	2016-02-11 10:16:48 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P8_X2	PREP013_P8_X2	
SCW0111633	1250	7159	ZTF00032448	P920	RPMI001	2016-02-11 10:16:48 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P8_X3	PREP013_P8_X3	
SCW0111311	1250	7159	ZTF00032453	P921	RPMI001	2016-02-11 11:04:02 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P8_X1	PREP013_P8_X1	
SCW0111312	1250	7159	ZTF00032453	P921	RPMI001	2016-02-11 11:04:02 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P8_X2	PREP013_P8_X2	
SCW0111313	1250	7159	ZTF00032453	P921	RPMI001	2016-02-11 11:04:02 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P8_X3	PREP013_P8_X3	
SCW0113251	1250	7159	ZTF00032422	P922	RPMI001	2016-03-10 10:51:45 EST	B-REPO-013-01	C-7159-01-IPB-004					PREP013_P8_X1	PREP013_P8_X1	
SCW0113252	1250	7159	ZTF00032422	P922	RPMI001	2016-03-10 10:51:45 EST	B-REPO-013-01	C-7159-01-IPB-004					PREP013_P8_X2	PREP013_P8_X2	
SCW0113253	1250	7159	ZTF00032422	P922	RPMI001	2016-03-10 10:51:45 EST	B-REPO-013-01	C-7159-01-IPB-004					PREP013_P8_X3	PREP013_P8_X3	
SCW0113271	1250	7159	ZTF00032420	P923	RPMI001	2016-03-10 12:12:59 EST	B-REPO-013-01	C-7159-01-IPB-004					PREP013_P8_X1	PREP013_P8_X1	
SCW0113272	1250	7159	ZTF00032420	P923	RPMI001	2016-03-10 12:12:59 EST	B-REPO-013-01	C-7159-01-IPB-004					PREP013_P8_X2	PREP013_P8_X2	
SCW0113273	1250	7159	ZTF00032420	P923	RPMI001	2016-03-10 12:12:59 EST	B-REPO-013-01	C-7159-01-IPB-004					PREP013_P8_X3	PREP013_P8_X3	
